English,Gothic
-- without shame,got. un-aiw-isk-s* 1
-- put to shame,got. ga-aiw-isk-æn* 11=10
shameful,"got. *ag-l-ait-ei-s *aglaits, ag-l-s* 1, *aiw-isk-s?"
-- shameful speech,got. ag-l-ait-i-wáur-d-ei* 2
shamefully -- shamefully greedy,got. ag-l-ait-ga-stal-d-s 2
-- treat shamefully,"got. aiw-isk-æn* 1, ga-nai-t-jan* 1"
shamefulness,got. s-kan-d-a* 1
shape (N.),"got. man-aul-i* 1, *s-kau-n-ei"
-- external shape,got. *far-w-a 1
-- take shape,"got. *frisah-t-n-an?, ga-frisah-t-n-an* 1"
shard,got. *skar-d-a
share (N.),got. da-i-l-s* 7
-- fall to the share of,got. und-ri-n-n-an* 2
-- have a share in,got. faír-aih-an 1
share (V.),got. da-i-l-jan 3
-- share in,got. ga-mai-n-jan 9
-- share with,got. ga-mai-n-jan 9
shared,got. ga-mai-n-s 6
sharer,got. ga-mai-n-j-a 1
sharing (Adj.),got. ga-mai-n-s 6
sharing (N.) -- communal sharing,got. ga-mai-n-ei* 2
sharp,"got. *agr-a?, *¸at-s?"
-- sharp reprimand,got. ¸æt-a* 2
sharpen,"got. ga-¸at-jan* 1, *¸at-jan?"
sharply,got. ¸as-s-a-ba 1
-- reprimand sharply,"got. ga-¸æt-jan* 8, ¸æt-jan* 1"
sharpness,"got. *ag-i-, ¸as-s-ei* 2"
shatter (V.),got. ga-kræt-æn* 1
shave (V.),got. skab-an 2
-- shave around the head,got. bi-skab-an* 1
-- shave bald,got. bi-skab-an* 1
she -- she who,got. sa-ei 942=938
sheaf,got. *garb-a?
shear (V.),got. bi-skab-an* 1
sheath (N.),got. fæd-r* 1
shed -- shed as clothing,got. af-ham-æn 1
-- shed tears,got. tagr-jan* 1
she-devil,got. un-hul-þ-æ 39
sheep,got. l-amb 24
-- flock of sheep,got. aw-Ðþ-i 3
-- herd of sheep,got. aw-Ðþ-i 3
-- young male sheep,got. wiþ-ru-s 1
sheepfold,got. awi-st-r* 1
she-fox,got. faúh-æ* 2
she-goat,got. stap 1
shekel,got. sikl-s* 1
shell (V.),got. *kapp-æn?
shelter (N.),"got. *baír-g-a?, *bair-g-æ, *fri-þu-s, *mun-d-a, *mun-d-s (1)"
-- temporary shelter,got. hlei-þ-r-a* 5=4
shelter (V.),got. *fri-þ-æn?
shepherd (M.),got. haírd-ei-s 12
shepherd (V.),got. hal-d-an 9
shield (N.),"got. *ran-d-u-s?, skil-d-u-s* 1"
-- edge of shield,got. *ran-d-u-s?
shield (V.),got. hleib-jan* 1
shift -- shift the location of,got. mi-þ-sat-jan* 1
shilling,got. skil-l-igg-s* 9
shine (V.),"got. *brai¸-an?, liuh-t-jan* 5, skei-n-an 3"
-- shine around,got. bi-skei-n-an* 1
shining (Adj.),"got. *aus-, *bla-gk-s?, *brð-n-s"
ship (N.),got. skip 34
-- rear of a ship,got. næt-a* 1
shirt,got. paid-a* 5
shit (V.),got. *skei-t-an?
shocked -- be shocked,got. bi-ab-r-jan* 1
shod,got. ga-skæh-s* 3
shoe (N.),"got. *skarp-a (1), skæh-s* (1) 3"
-- pair of shoes,got. ga-skæh-i* 2
shoot (N.),"got. *bru-t-il-æ, tain-s* 1"
shoot (V.),got. skiu-t-an* 1
shore,got. sta-þ-a* (1) 3
short,got. *maúr-g-u-s?
-- cut short,got. ga-maúr-g-jan* 4
shortage,got. wa-n-i-n-a-s-su-s* 3
shorten,"got. ga-maúr-g-jan* 4, *maúr-g-jan?"
shoulder (N.),got. am-s* 1
shout (V.),got. hræ-p-jan 28
-- shout (V.) out,got. uf-hræ-p-jan* 6
shouting (N.),got. hræ-p-s 1
shove (V.),got. *skiub-an
-- shove away,got. af-skiub-an* 2
shovel (N.),got. *skaú-r-æ?
show (V.),"got. aug-jan* 2, baír-h-t-jan* 1, ga-tai-k-n-jan* 1, tai-k-n-jan* 4, *tei-han, us-tai-k-n-jan 16, *wei-s-jan"
-- show (V.) affection for,got. fri-j-æn 92
-- show antagonism toward,got. hat-an* 2
-- show clearly,got. ga-baír-h-t-jan 14=13
-- show compassion towards,"got. arm-an* 10, ga-arm-an* 10"
-- show courage,got. bal-þ-jan* 1
-- show filial piety towards,got. bar-usn-jan 1
-- show hostility towards,got. hat-jan* 2
-- show kindheartedness toward,got. ga-ble-i-þ-jan* 2
-- show loyalty,got. bar-usn-jan 1
-- show of,got. ga-tarh-jan 6
-- show to,got. at-aug-jan 23
-- show to be in the right,"got. ga-s-un-j-æn* 1, s-un-j-æn* 2=1"
shower (N.),got. skðr-a 2
showing (N.),"got. *tai-k-n-ein-s?, us-tai-k-n-ein-s 4"
-- showing love,got. fri-aþ-w-a-mil-d-s* 1
-- showing to be in the right,got. s-un-j-æn-s* 3
shred (N.),"got. *lask-a?, *ta-d-dor-a?"
shred,got. dis-tah-jan* 5
shriek (V.),got. *kreit-an
shrink -- shrink back,got. uf-sliup-an* 3=2
-- shrink up,got. *snaír-p-an?
shrivel,got. *snaír-p-an?
shrivelled -- make shrivelled,got. *snar-p-jan?
-- make shrivelled by touching,got. at-snar-p-jan* 1
shun,got. bi-wa-n-d-jan* 5
shut (Adj.) -- be shut,got. *lðk-n-an
-- be shut up,got. ga-luk-n-an* 1
-- become shut,got. *lðk-n-an
-- become shut up,got. ga-luk-n-an* 1
shut (V.),got. *lðk-an
-- shut up,"got. ga-lðk-an* 5, ga-þah-an* 2"
sibship,got. si-b-j-a* 1
sick (Adj.) (1),"got. siuk-s 21, un-hai-l-s* 4"
-- be sick,got. siuk-an 9
-- become sick,got. suqn-an*
sicken,got. suqn-an*
sickle (N.),got. gil-þ-a* 1
sickness,"got. saúh-t-s* 11, siuk-ei 7=6, un-hai-l-i* 2, un-mah-t-s* 3"
side (N.),got. fÐr-a* 4
-- side of reference,got. hal-b-a* 2
-- to the far side of,got. hi-n-dar 15
-- to the other side of,got. hi-n-dar 15
-- by the side of,got. mi-þ 254=252
-- from all sides,got. al-l-a-þræ 2
-- from one side to the other,got. and 35
-- put side by side with,got. ga-baír-an 26
-- of the left side,got. hlei-d-um-a* 7=6
-- on the far side of,"got. hi-n-d-ana 1, hi-n-dar 15"
-- on the side of,got. hi-n-dar 15
-- on the yon side of,got. hi-n-d-ana 1
Sidonians,got. Seidon-ei-s* 5
sigh (V.),"got. ga-s-wæ-g-jan* 1, s-wæ-g-at-jan* 2, *s-wæ-g-jan?"
-- sigh deeply,got. uf-s-wæ-g-jan* 1
sight (N.),got. siu-n-s (1) 11
-- catch sight of,got. ga-saí¸-an 162
-- deprive of sight,got. ga-bli-nd-jan* 2
-- heave a deep sigh,got. uf-s-wæ-g-jan* 1
-- heave a sigh,got. ga-s-wæ-g-jan* 1
-- in plain sight,"got. and-aug-i-ba 4, and-aug-j-æ 3"
-- lose one's sight,got. af-bli-n-d-n-an* 1
-- regain one's sight,got. us-saí¸-an 16
-- sink out of sight,got. dis-sigq-an*
-- theatrical sight,got. faír-wei-t-l 1
-- sense of sight,got. siu-n-s (1) 11
sightless,got. bli-nd-s 32
sightliness -- of equal sightliness,got. ibn-a-skaun-s* 1
sightly,got. s-kau-n-s* 1
sign (N.),"got. ba-nd-w-a* 1, ba-nd-w-æ 2, *mark-a (2), tai-k-n-s 21"
-- sign of love,"got. fri-j-æn-s* 2, ga-fri-j-æn-s* 1"
-- make a sign,got. ba-nd-w-jan* 11
-- make signs,got. ga-ba-nd-w-jan* 2
sign (V.),got. uf-mÐl-jan* 5
significance,got. wul-þ-r-s* (2) 2=1
significant,got. wul-þ-r-s* (1) 1
signify,"got. ba-nd-w-jan* 11, ga-ba-nd-w-jan* 2"
silence (N.),"got. þah-ain-s* 1, got. *hliu-þ?"
-- subside into silence,"got. af-du-m-b-n-an* 1, *du-m-b-n-an"
silende (V.) silence off,got. af-s-lau-þ-jan* 2
silenced -- be silenced off,got. af-s-lau-þ-n-an 3
-- become silenced off,got. af-s-lau-þ-n-an 3
silent -- be silent,"got. af-dæ-b-n-an* 1, ga-þah-an* 2, slaw-an* 3, þagk-jan 19,"
*dæ-b-n-an?,
-- become silent,"got. af-dæ-b-n-an* 1, an-a-slaw-an* 1, *dæ-b-n-an?"
silly -- silly talk,got. saldr-a 1
-- silly woman,got. qin-ein* 1
silver (N.),got. silubr* 5
-- of silver,got. silubr-ein-s* 3
similar,"got. *an-a-leik-s?, ga-leik-s 17"
-- similar appearance,got. ga-leik-i* 2
-- appear similar,got. ga-ga-leik-æn* 3
similarly,"got. an-a-leik-æ 1, ga-leik-æ 1, sam-a-leik-æ 23"
simile,got. ga-ju-k-æ (2) 30
simple,"got. ai-n-fal-þ-s* 1, *luf-ei-s"
simplicity,"got. ai-n-fal-þ-ei* 6, al-l-a-wÐr-ei* 1"
simply,got. ai-n-fal-þ-a-ba 1
simulate,got. *lit-jan?
simulation,got. lit-a* 1
sin (N.),"got. fra-waúrh-t-s (2) 79, *s-und-i"
sin (V.),got. fra-waúrk-jan* 15
since,"got. af 135, auk 286=285, fra-m 185=183, þan-dÐ 19, un-tÐ 386=383, us 340"
sincere,"got. aírkn-s* 1, *al-l-a-wÐr-eis?, un-hi-n-dar-wei-s* 2, un-liut-s* 2"
sincerely,got. swikn-a-ba* 1
sincerity,"got. ai-n-fal-þ-ei* 6, aírkn-iþ-a* 2=1, al-l-a-wÐr-ei* 1"
sinful,got. fra-waúrh-t-s (1) 36
sing,got. siggw-an 6
-- sing a dirge,"got. gau-n-æn 3, hiu-f-an* 2"
-- sing a hymn of praise to s.o.,got. liu-þ-æn* 1
-- sing a threnody,got. hiu-f-an* 2
-- sing out,got. *gal-an?
singe,got. *blÐ-s-jan?
singer,"got. liu-þ-õrei-s* 2, *gal-asinging (N.)"
single,got. ai-n-fal-þ-s* 1
-- single one,got. ai-n-s 197
-- single unit,got. waíh-t 10
sink (V.),"got. sigq-an* 2, uf-lig-an* 2"
-- sink away,got. dis-sigq-an*
-- sink down,"got. dis-sigq-an*, ga-siggq-an* 2"
-- sink out of sight,got. dis-sigq-an*
-- sink to rest,got. an-a-si-l-an* 1
-- make sink down,got. uf-saggq-jan* 2=1
sinking (N.),got. saggq-s* 1
-- sinking of the sun,got. saggq-s* 1
sinner,got. fra-waúrh-t-s (1) 36
sister,got. swis-tar 15
sit (V.),got. sit-an 33
-- sit down,got. ga-sit-an 11
-- sit in judgement on,"got. bi-dæ-m-jan* 1, stæ-jan"
-- sit up,got. us-sit-an* 1
-- make sit,"got. ga-sat-jan 25, us-sat-jan* 8"
-- make sit down together,got. mi-þ-ga-sat-jan* 2=1?
sitting -- be sitting,got. sit-an 33
situated -- be situated around,got. bi-sit-an* 5
situation -- ungentle situation,got. un-sðt-i* 1
six,got. saíh-s 4
sixth,got. saíh-s-ta 4
skilled -- skilled in alchemical witchcraft,got. lu-b-j-a-leis* 1
skillful -- skillful in teaching,got. lais-eig-s 2
skin (N.),got. *fil-l?
-- skin blemish,got. mail* 1
-- bursting of skin,got. *bal-g-bru-s-t (?)
-- bag made of skin,got. bal-g-s* 12
...skinny,got. *-fil-l-s?
skull,"got. ¸aír-n-ei* 1, *¸aír-n-æ?"
-- of the skull,got. ¸aír-n-ein-s*
sky,got. himin-s 100
slack (Adj.),got. la-t-s* 3
slackness,"got. la-t-ei 1, *slaw-iþ-a?"
slander (N.),"got. an-a-qi-s-s* 2, bi-hai-t* 1, nai-t-ein-s* 3"
slander (V.),"got. hæl-æn* 2, waj-a-mÐ-r-jan 10"
slanderer,"got. dia-baúl-u-s 12, dia-bul-a* 1"
slanderess,got. dia-bul-a* 1
slanderously -- incriminate slanderously,got. fra-wræ-h-jan* 1
slap (N.),got. slahs læfin
slaughter (N.),got. sla-ú-h-t-s* 1
slaughter (V.),got. uf-sneiþ-an* 5
slave,got. s-kal-k-s 57=56
-- be a slave,got. s-kal-k-i-n-æn 25
slavery,got. s-kal-k-i-n-a-s-su-s 5
slaves,got. þÐw-i-s* 2
slay,"got. af-slah-an* 5=4, bli-gg-w-an* 6"
-- slay murderously,got. maúr-þ-r-jan* 6
slaying (N.),got. sla-ú-h-t-s* 1
sleep (N.),got. s-lÐp-s* 3
sleep (V.),got. s-lÐp-an* 12
-- go to sleep,"got. an-a-s-lÐp-an* 4, ga-s-lÐp-an* 5"
sleeplessness,got. wæk-ain-s* 2
slice (N.),got. *lisk-a?
-- dipped slice,got. *su-p-p-a
slide (V.),got. sliup-an* 1
-- slide past,got. uf-sliup-an* 3=2
-- slide past on in,got. in-n-uf-sliu-p-an* 1
-- let slide off,got. af-slau-p-jan* 1
slight (Adj.),got. leih-t-s* 2
slighter,got. mi-n-n-iz-a 6
slightest,got. mi-n-n-ist-s* 8
slip (V.),"got. *slei-p-an, *slei-p-jan?, *sli-p-jan, sliup-an* 1"
-- slip by,got. uf-sliup-an* 3=2
-- slip in unnoticed,got. in-n-uf-sliu-p-an* 1
-- slip off,got. *slau-p-jan
-- slip on in,got. in-n-uf-sliu-p-an* 1
-- slip on past,got. uf-sliup-an* 3=2
-- slip on past in,got. in-n-uf-sliu-p-an* 1
-- make slip off,got. af-slau-p-jan* 1
slope,got. ib-dal-j-a* 1
-- steep slope,got. driu-s-æ* 3
slow (Adj.) -- be slow,got. sai-n-jan* 1
slow (V.) -- slow down,got. *dwi-l-an
sludge,got. *mul-m-a?
sluggish (Adj.),got. la-t-s* 3
sluggishness,got. la-t-ei 1
small,"got. lei-til-s 36, s-mal-s* 1"
-- smaller,got. mi-n-n-iz-a 6
-- smallest,got. mi-n-n-ist-s* 8
smash (V.),"got. ga-brik-an* 8, ga-kræt-æn* 1"
smear (V.),"got. ga-sme-i-t-an* 1, *sme-i-t-an"
-- smear on,got. bi-sme-i-t-an* 1
smell (N.),got. dau-n-s 7
-- sense of smell,got. dau-n-s 7
smite,"got. slah-an* 10, stau-t-an* 2"
-- smite the face of,got. wli-z-jan* 1
smith,"got. *smi-þ-a, *smi-þ-s"
-- produce in the manner of a smith,got. ga-smi-þ-æn* 1
smooth (Adj.),got. slaíh-t-s* 1
snake (N.),"got. nadr-s* 1, *nÐdr-æ?, waúr-m-s 3"
snap (V.) -- snap at,got. and-bei-t-an 9
snare (N.),"got. hla-m-m-a 2, wru-g-g-æ* 1"
snare (V.) -- snare astray,got. af-mar-z-jan* 2
snatch -- snatch up,"got. fra-wil-w-an 8, *ra-p-æn?"
sneer -- sneer at,got. bi-mamp-jan* 1
snipe,got. *snip-p-a?
snort (N.),got. *blÐ-s-t-s?
snort (V.),got. *blÐ-s-t-jan?
snow (N.),got. snaiw-s 1
snow (V.),got. *sneiw-an
so,"got. an 5, iþ (1) 626, swa 115=113"
-- so also,"got. swa-h 11, swa-u 1"
-- so as,got. swa-swÐ 181=179
-- so as to,got. swa-ei 23
-- so great,got. swa-lauþ-s* 5
-- so much,got. swa-lauþ-s* 5
-- so that,"got. swa-ei 23, swa-swÐ 181=179"
-- so then,"got. nð-h 3, þan-nu 22, u-h (1) 248=246"
-- just so,got. swa 115=113
soak (V.),got. *su-p-p-æn?
sober (Adj.),"got. ga-faur-s 2, un-skau-s* 1"
sober-tongued,got. ga-faur-s 2
sobriety,got. in-ah-ei* 2
society,got. us-mÐ-t* 6
soft (Adj.),"got. hna-sq-u-s* 3, *mðk-s?, *lÆ-s?"
solace,got. ga-þraf-st-ein-s 6
solar egress,got. ur-ru-n-s (1) 3
soldier,"got. cadariou 1, ga-draú-h-t-s 5"
-- be a soldier,got. milit-æn* 1
-- function as a soldier in,got. driu-g-an* 1
-- ring of soldiers,got. *hari-hri-gg-s
soldiering,got. draú-h-t-i-n-a-s-su-s* 1
soldier's pay,got. ann-æ* 2
sole (N.),"got. ai-n-ah-a 3, sul-j-a* 1"
solely,got. þat-ai-n-ei 29
solidify,got. ga-þwa-st-jan* 5=4
solitary (Adj.),got. ai-n-a-k-l-s* 1
-- make solitary,got. ga-ai-n-an* 1
solution,"got. *lau-s-ein-s?, *lu-n-ein-s, *lu-s-t-s"
solve,got. *liu-s-an?
solved -- be solved?,got. *liu-s-an?
some,got. sum-s 140
somebody,got. sum-s 140
...some,got. sam-a 45
somehow,"got. ¸ai-wa 68, ¸Ð 10"
someone,got. ai-n-s 197
something,got. waíh-t-s 80=79
somewhat,got. sum-an 9
somewhere,got. al-ja-þræ 4
-- somewhere else,"got. al-ja-r 2, al-ja-þræ 4"
son,"got. bar-n-il-æ 8, su-n-u-s 298"
song,got. saggw-s* 4
-- song of praise,"got. haz-ein-s 10, *liu-þ?"
son-in-law,got. mÐg-s 1
sonship,got. frast-i-si-b-j-a 1
soon,got. sun-s 45
-- as soon as,"got. bi-þÐ 69, sun-s-ei 6"
Sorb,got. *Win-iþ-s?
sorcerous,got. lu-b-j-a-leis* 1
sorcery,got. lu-b-j-a-leis-ei 1
sore (N.),got. ban-j-a* 3
sorrow (N.),"got. gau-r-ei* 1, gau-r-iþ-a 1, *gra-m-a?, *rak-a (1), saúrg-a 12"
sorrow (V.),"got. qai-n-æn 4, saúrg-an 7"
sorrowful,got. gau-r-s 6
-- be sorrowful,"got. ga-hni-p-n-an* 1, saúrg-an 7"
sort -- what sort of,got. ¸i-leik-s 17=16
sough (V.),got. *s-wæ-g-an
soul,"got. *an-þ-s (2), sai-w-al-a 42"
-- united in soul,got. sam-a-sai-w-al-s* 1
-- of the same soul,got. sam-a-sai-w-al-s* 1
sound (Adj.),"got. hai-l-s (1) 15, swinþ-s* 11=10"
sound (N.) -- sound a trumpet,got. haúr-n-jan* 2
-- sound of the voice,got. dru-n-ju-s 1
-- vocal music,got. saggweis
-- vocal sound,got. stibn-a 33
-- make a sighing sound,got. ga-s-wæ-g-jan* 1
sound (V.) -- sound out,got. wæp-jan 18
sounded,got. *gaus- got.
soup,got. *bru-þ?
sour -- sour wine,got. akÐ-t* 2
source,"got. bru-n-n-a 2, *kal-d-igg-s?"
source -- source of thought,got. ah-a* 6
southern,got. *sun-þar
sovereign,got. frau-ji-n-æn-d-s* 1
sovereignty,got. reik-i* 8
sow (F.),got. *sð-s
sow (V.),got. sái-an 30
-- sow in,got. in-sái-an* 1
sowing (N.) (2),got. us-sat-ein-s* 1
sowlike,got. *sw-ein-s?
space (N.),got. rð-m* 1
-- space before the door,got. faúr-a-daúr-i* 1
spacious,got. rð-m-s 1
-- become spacious,"got. *rð-m-n-an, ur-rð-m-n-an* 2, us-rð-m-n-an* 1"
spare (V.),got. frei-d-jan* 6
spark (N.),got. *fal-wisk-a?
sparrow,"got. *spar-uk-s?, spar-w-a* 2"
sparrowhawk,got. *spar-w-õrei-s?
speak,"got. qiþ-an 1270, ræ-d-jan 125, *ai-k-an?"
-- speak a great deal,got. fil-u-waúr-d-jan* 1
-- speak against,got. and-sak-an* 1
-- speak at an assembly,got. maþ-l-jan* 2
-- speak evil of,got. ub-il-waúr-d-jan 1
-- speak falsely,got. liug-an* (2) 6
-- speak ill of,"got. fra-qiþ-an* 7, ub-il-waúr-d-jan 1"
-- speak like a madman,got. dwa-l-m-æn* 2
-- speak publicly,got. maþ-l-jan* 2
-- speak sacrilegiously,got. waj-a-mÐ-r-jan 10
-- speak to,got. hai-t-an 64
-- speak together with,got. mi-þ-ræ-d-jan* 1
-- speak vociferously,got. *bi-hai-t-an?
-- speak with someone,got. and-qiþ-an 2
-- unable to speak,got. un-ræ-d-jan-d-s 3
speakable,got. *qÐþ-s?
speaker,got. *maþ-l-ei-s?
speaking (Adj.) -- speaking abusively,got. *waj-a-mÐ-r-ei-s?
-- speaking empty words,got. lau-s-a-waúr-d-s* 2=1
-- speaking ill of,got. *waj-a-mÐ-r-ei-s?
-- speaking lies,got. liug-n-a-waúr-d-s* 1
-- much speaking,got. fil-u-waúr-d-ei* 1
speaking (N.) -- cease speaking,got. ga-þah-an* 2
spear (N.),"got. *ask-s?, *gail-s (1), *gai-s, *gi-s-l-s?, *speut-s?, engu-z 1"
spearhead,got. *gai-d-a?
specifically,"got. raíh-t-is 46, þi-s-hun 6=5"
speck (N.),got. gra-m-st* 3
spectacle,got. faír-wei-t-l 1
speech,"got. ga-waúr-d-i* 1, *qi-s-s (1), raz-d-a 11, *qid-i?, *rak-- figure of speech"
-- abusive speech,"got. an-a-qi-s-s* 2, nai-t-ein-s* 3, *waj-a-mÐ-r-ein-s 5"
-- desecrating speech,got. *waj-a-mÐ-r-ein-s 5
-- public speech,got. maþ-l-ei* 1
-- shameful speech,got. ag-l-ait-i-wáur-d-ei* 2
-- sacrilegious speech,got. *waj-a-mÐ-r-ein-s 5
speechless,got. un-ræ-d-jan-d-s 3
-- become speechless,got. af-s-lau-þ-n-an 3
-- make speechless,got. af-s-lau-þ-jan* 2
speed (V.),got. sniw-an* 3
-- speed in anticipation,got. faúr-sniw-an* 3
-- speed on ahead,got. faúr-bi-sniw-an* 1
-- speed on by,got. bi-sniw-an* 1
speedily,"got. sniu-m-und-æ 3, s-prau-t-æ 13"
speedy,"got. *snil-l-s, *sniu-m-s?"
spend,got. fra-qi-m-an* 7
spice (V.),"got. ga-su-p-æn* 2, su-p-æn* 1"
spices,got. aræmat-a 1
spike (N.) (1),"got. hnu-þ-æ 2 (=1), got. qaír-u 1"
spilled -- be spilled out,got. us-gu-t-n-an* 3
-- become spilled out,"got. *gu-t-n-an?, us-gu-t-n-an* 3"
spin (V.),"got. spin-n-an* 1, *waib-jan?"
spirit,"got. ah-m-a 154=152, *an-þ-s (2), mæ-þ-s* (1) 2"
-- evil spirit,got. skæh-sl* 6
-- raise the spirits of,got. ga-þraf-st-jan 14
-- crushed in spirit,got. gri-nd-a-fraþ-ji-s* 1
-- put in good spirits,got. an-a-þraf-st-jan* 2
spiritual (Adj.),got. ah-m-ein-s* 13
spit (N.),"got. spai-sk-ul-dr* 1, *speut-s?, *spitu-s?, *spiut-s?"
-- cover with spit,got. bi-speiw-an* 2
spit (V.) (1),"got. ga-speiw-an* 1, speiw-an 5"
-- spit at,"got. and-speiw-an* 1, bi-speiw-an* 2"
-- spit upon,got. bi-speiw-an* 2
spite (N.),got. nei-þ* 7
spittle,got. spai-sk-ul-dr* 1
spleen,got. *mil-t-i
splendid,got. wul-þ-ag-s* 8=7
splendour,"got. *ga-laub-ei, *laub-ei, wul-þ-u-s 73=71"
splinter (N.),got. gra-m-st* 3
split -- split apart,got. dis-skrei-t-an* 1
-- split up,got. dis-skai-d-an* 1
-- be split apart,got. dis-skri-t-n-an* 3
-- become split apart,got. dis-skri-t-n-an* 3
spoil (V.),"got. fra-waír-þ-an* 1, riur-jan* 1"
spoilage,got. fra-qis-t-ein-s* 1
spoiling,got. fra-qis-t-ein-s* 1
sponge (N.),got. swam-m-s* 2
spool (N.),got. *spæl-a?
spoon (N.),got. *lap-in-s
spoor (N.),got. lais-t-s* 3
spot (N.),"got. sta-þ-s (1) 34, wam-m* 1, *wam-m-ei?"
spot (V.),"got. bi-saul-jan* 1, *wam-m-jan"
spotted -- be spotted,got. bi-saul-n-an* 1
-- become spotted,got. bi-saul-n-an* 1
spotless,got. un-wam-m-s* 4
spotlessness,got. un-wam-m-ei* 1
spotted,"got. ga-wam-m-s* 1, *wam-m-s"
spotting (N.),got. bi-saul-ein-s* 1
spouse -- take a spouse,got. liug-an (1) 19
spread (intr.),got. us-mÐ-r-n-an* 1
spread (V.),got. *braid-jan?
-- spread abroad word of,got. us-mÐ-r-jan* 1
-- spread beneath,got. uf-stra-u-jan* 1
-- spread by throwing,got. stra-u-jan* 2
-- spread good news of,got. waíl-a-mÐ-r-jan 13
-- spread out,"got. ga-stra-u-jan* 1, us-braid-jan* 1"
-- spread the gospel,got. aíw-agg-Ðl-jan* 1
-- spread the news,got. us-qiþ-an 1
spring (N.),got. *kal-d-igg-s?
spring (V.) -- spring to one's feet,got. us-hlaup-an* 1
sprinkle -- sprinkle over,got. uf-ar-trusn-jan* 1
sprinkling,got. uf-ar-ra-n-n-ein-s* 1
sprout (V.),"got. kei-n-an* 1, *s-priu-t-an"
-- sprout up,got. us-kei-n-an* 3
-- sprout up together with,got. mi-þ-us-kei-n-an* 1
spur (N.),"got. gazd-s 2, qaír-u 1, *s-paúr-a"
spurn (V.),"got. fra-kun-n-an 16, uf-brik-an 8"
spurned,got. *fra-kun-þ-s?
spurt -- spurt up,got. *s-priu-t-an
spy (M.),"got. fÐr-j-a* 1, *spaíh-a"
spy (V.) -- spy out,got. bi-niu-hs-jan 1
squabble (N.),got. *bÐg-a?
squall (N.) (1),got. skðr-a 2
squander,got. fra-wi-s-an* 1
-- public square,got. plap-ja* (?) 1
stab -- stab out,got. us-sta-g-g-an* 1
stability,"got. tul-g-iþ-a 3, þwa-st-iþ-a 1"
stable (1),got. *þwa-st-s?
stade,got. s-paúr-d-s* 4
stadium,got. s-paúr-d-s* 4
staff (N.) (1),"got. hru-gg-a* 1, got. wa-l-u-s* 1"
stain (N.),got. wam-m* 1
stain (V.),"got. an-a-wam-m-jan* 1, *wam-m-jan"
stained,"got. ga-wam-m-s* 1, *wam-m-s"
stainlessness,got. un-wam-m-ei* 1
stainness,got. *wam-m-ei?
stair,got. griþ-s* 1
staircase,got. *stig-a
stake (N.),"got. galg-a 18, *stak-a, *stiu-r (2), stra-v-a* 1"
-- pointed stake,"got. hnu-þ-æ 2 (=1), qaír-u 1"
-- fix with stakes,got. *stak-jan?
-- put to the stake,got. hram-jan* 1
stake (V.),got. *stak-k-æn?
stall (N.) (1),"got. rau-s* (1) 5, *stal-l-a , *sti-g-g-il-s?"
stammering (Adj.),got. stam-m-s* 1
stamp (V.),"got. *sta-m-p-jan?, *sta-m-p-æn?"
stance -- one who takes a stance,got. *sta-s-s-ei-s?
stand (N.),"got. *hram-a, *sta-þ-a (2), *stu-nd-a (1)"
-- make stand,"got. ga-sat-jan 25, ga-stæ-þ-an 1, *stæ-þ-an?"
stand (V.),"got. ga-þul-an 5, sta-n-d-an 43"
-- stand aghast,got. us-gei-s-n-an* 8
-- stand ahead,got. in-sta-n-d-an* 2
-- stand around,got. bi-sta-n-d-an* 2
-- stand before,"got. faúr-a-sta-n-d-an* 3, *faúr-sta-n-d-an?"
-- stand by,got. faúr-a-sta-n-d-an* 3
-- stand in awe of,got. æg-an* 43
-- stand in front,got. faúr-a-sta-n-d-an* 3
-- stand in opposition to,got. and-sta-n-d-an 17
-- stand together with,got. mi-þ-sta-n-d-an* 1
-- stand up,"got. kumei 1, us-sta-n-d-an 41"
-- one who stands,got. *sta-s-s-ei-s?
standard -- standard of measurement,got. mi-t-aþ-s* 12
standing (Adj.) -- be standing,got. sta-n-d-an 43
-- standing alone,got. ai-n-a-k-l-s* 1
-- standing fast,"got. *ga-stæ-þ-s?, *stæ-þ-s?"
-- standing grain,got. atis-k* 2
-- standing person,got. *sta-þ-ji-s?
-- standing steady,"got. *ga-stæ-þ-s?, *stæ-þ-s?"
standing (N.),"got. griþ-s* 1, *stæ-d-ein-s"
standstill -- bring to a standstill,got. *sta-d-jan?
-- come to a standstill,got. an-a-si-l-an* 1
star (N.),"got. staír-n-æ* 2, tuggl* 1"
stare (V.),got. faír-wei-t-jan 6
-- stare at,got. *faír-wei-t-an?
-- stare antagonistically at,got. and-staúr-r-an* 1
start (N.),"got. an-a-stæ-d-ein-s 13, *fru-m?, *fru-m-ei, fru-m-ist-i* 3"
-- again from the start,got. iup-a-na 1
start (V.),"got. an-a-stæ-d-jan* 9, du-stæ-d-jan* 5=4"
-- start to be,got. waír-þ-an 472=470
-- start to become disturbed,got. in-dræ-b-n-an* 3
-- start to eat,got. ga-mat-jan* 2
state -- assume proper state,got. ga-sta-n-d-an 22
statement,"got. hau-s-ein-s* 5, in-sah-t-s 6"
stature,"got. us-wahs-t-s* 1, wahs-tu-s* 5"
stay (V.),got. wi-s-an (2) 32
-- stay as a guest,got. sal-jan (1) 9
-- stay awake throughout,got. þaír-h-wak-an* 2
